,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags,created_at
70,justRae3a,"🐲♑🇰🇼|🇺
Public Servant | Legal Professional | Philanthropist | Rotarian | Amateur Photographer.", قوينس، نيويورك,192,161,6831,0,"...how bad I would love to get a massage after today's shift. If schools open up next week not sure how the timings would workout...

#COVID19Vaccine POD hub https://t.co/bW0ZozYzH6",['COVID19Vaccine'],2021-02-26 21:25:41
71,hvridgway,DPLP Student at Aberdeen Uni // interested in criminal and civil litigation // Rugby player 🏉 Scottish Canadian 🏴󠁧󠁢󠁳󠁣󠁴󠁿🇨🇦 // All views are my own,"Aberdeen, Scotland",170,34,83,0,"Got my covid vaccine today. 

Feeling incredibly grateful knowing how many are still waiting for theirs 

Thank you NHS Grampian!  

#COVID19Vaccine #NHS","['COVID19Vaccine', 'NHS']",2021-02-26 21:25:38
72,RaptorBorealis,"Opinions are my own. ""AntiZionism"" is Antisemitism. Blocked by @RoArquette, @jvplive & many other antisemites. Kyle Lowry Over Everything. #WeTheNorth #Juventus",Canada,505,348,12900,1,"So Abu Mazen cares more about ""show of authority"" than health of his citizens. Splendid. #Israel #PalestinianAuthority #COVID19Vaccine https://t.co/WakbV70Twd","['Israel', 'PalestinianAuthority', 'COVID19Vaccine']",2021-02-26 21:25:05
73,amaurotto,"PhD CEng MIMechE MNucl ASME FHEA
The University of Sheffield",England,45,53,9339,0,"@iChinadian @CTVNews Positive rate dropping from 0.8% to 0.3% and all measured with a test that has between 0.8 and 4% false positive rate and up to 30% false negative.
Nothing to say, a brilliant study, full of truth and science.
#scamdemic #COVID19Vaccination #covid19vaccine #Covid19UK","['scamdemic', 'COVID19Vaccination', 'covid19vaccine', 'Covid19UK']",2021-02-26 21:24:29
74,deleonpanther19,"Aspiring Principal-our team is placing kids first, connecting with families, & supporting teachers! NCPAPA /NAESP 2021 Outstanding AP of the Year","North Carolina, USA",1090,585,5636,0,Really cool to get my first vaccine two days before my birthday! #COVID19Vaccine super easy to get an appt by downloading  @mychart app on my phone! @WCPSS @WCPSSEngageComm @HodgeRoadES https://t.co/U8uBF4yvPZ,['COVID19Vaccine'],2021-02-26 21:24:18
75,houmayor,Official Tweets from the @HoustonTX Mayor’s Office. News and information from Mayor Sylvester Turner's administration and communications team.,"Houston, TX",63,27910,2862,28,"Thank you @POTUS &amp; @FLOTUS for visiting #Houston following #WinterStormUri. So far today, we have visited @HouSpaceport, @houstontranstar, &amp; @HoustonFoodBank. Our final stop of the day is the @nrgpark @fema #COVID19Vaccine site. https://t.co/IiWr2sPsJ7","['Houston', 'WinterStormUri', 'COVID19Vaccine']",2021-02-26 21:23:48
76,persistentpengn,"😊Survivor of much. Here to support Pres Biden & MVP Harris in every way I can. 
anti-racist indivisibleOR DemCastOR ERA LGBTQAlly DACA
She/Her",Cowlitz Clackamas Land,7707,7035,423142,0,"Great news, Governor Brown. 
#COVID19Vaccine 
#DemCastOR 
@CoinOregon @Indivisible_OR https://t.co/mgC10MWK3r","['COVID19Vaccine', 'DemCastOR']",2021-02-26 21:22:16
77,IrvMomma,"I am a wife, mom, dog mom, and I am part of the best para team ever! SCJH Rebels",,37,34,23,0,"Vaccinations complete, take that on a Fri...day! Boomshakalaka #COVID19Vaccine #PrideandExcellence https://t.co/OIEf8E80Qr","['COVID19Vaccine', 'PrideandExcellence']",2021-02-26 21:21:04
78,andy_mcgill,"Devoted Dad. Social Welfare Law. Former RNLI lifeboat crew. RNLI Press Officer. Singer, songwriter, guitar strummer. SAFC fan. Views expressed are my own. #FBPE","Sunderland, UK",887,686,12608,0,"Can't understand why they're talking about vaccinating the over 40's but my parents, both in their 60's have not had theirs yet. What's going on? #COVID19Vaccine",['COVID19Vaccine'],2021-02-26 21:21:02
79,estim8tedpropht,Jam band fan and escape room enthusiast.,"Brooklyn, NY",2367,563,1464,0,"Indeed I have been. #covid19vaccine #moderna #nyccovidvaccine #firstdose #nychealth @ Brooklyn, New York https://t.co/FnjYOuO6aS","['covid19vaccine', 'moderna', 'nyccovidvaccine', 'firstdose', 'nychealth']",2021-02-26 21:20:48
80,jmnichols75,"Born on Krypton, I was sent to Earth as a child. This planet's yellow sun gives me great powers that I use to prevent the loss of life.",,1549,384,786,0,Got my first COVID vaccine shot today. #vaccination #COVID19Vaccine #StarTrek #Pfizer #PfizerVaccine https://t.co/nADTCyVjBQ,"['vaccination', 'COVID19Vaccine', 'StarTrek', 'Pfizer', 'PfizerVaccine']",2021-02-26 21:20:17
81,Wilson_MichaelG,"Research evidence, citizen values & stakeholder insights to generate action in Ontario’s health system. Tweets by Michael Wilson of @mcmasterforum","Hamilton, Ontario",168,283,309,3,"Here is our 4th update of a living evidence profile about the #COVID19Vaccine roll-out: 37 new evidence documents, 12 of which are flagged as highly relevant (11 guidelines and a single study). We are continuing to update twice per month. https://t.co/c9vO8lhfTL 

@McMasterForum",['COVID19Vaccine'],2021-02-26 21:20:15
82,JennHoffReports,@kare11 📝 | U of M Alum 🐿 | Dog Mom🐾 | Nature Enthusiast 🏔 | Foodie 🌮 | MN ➡ KY ➡ WI ➡ OR ➡ MN | RT ≠ endorsement | Send story ideas to jhoff@kare11.com,"Minneapolis, MN",1027,3740,25226,1,"There are people dedicated to making sure everyone is getting the #COVID19Vaccine.

They don't always get the attention they deserve. But real work is happening. 

They show up and they stay. 

Meet Ingrid Johansen. Thanks @MHealthFairview for the collab.
https://t.co/jPdulzdlFZ",['COVID19Vaccine'],2021-02-26 21:19:54
83,OddCharacter,God loves me/ Vegetarian since Jan.2014/Loc since Dec. 2017/Take care of yourself first.,"North Carolina , USA",90,176,3098,0,Somebody said they better not hear a crack or coke head talk about they're refusing the covid vaccine due to the ingredients in it. 😄 #COVID19Vaccine,['COVID19Vaccine'],2021-02-26 21:19:26
84,SheIs_Mina,"Health &Somaliland,Yorkshire Origins,Occasional shade thrower founder @somhealthex #GlobalHealth #SaferSurgery #SafeAnaesthesia #HumanFactors #ODP #Arsenal #NHS",Ainaba-London ,1506,1502,9086,1,"Reer Wales, it’s your turn @AliAbdi_ @Abdi_Segulle @ahmed_snoory @MunaJAhmed  #COVID19Vaccine #Covid19UK tomorrow 27th feb 18:30 inshallah. Link below https://t.co/e5FIwu6zuV","['COVID19Vaccine', 'Covid19UK']",2021-02-26 21:19:02
85,aloria,Director of Security | @NYU_CSE prof | @BlackHatEvents & @SummerC0n stuff | @TheFckingRecipe master chef. she/ her. Clinically depressed and still well dressed.,Flavor Country,708,28221,30891,0,En route to (hopefully) get my first #COVID19Vaccine shot. Fingers crossed. 🤞,['COVID19Vaccine'],2021-02-26 21:18:48
86,appostle_paul,"appostle of the gentiles and
God doesn't sell shirts or mugs",,0,4,1963,0,"""António Costa has a chronic problem with the truth"".
This is a good opportunity to accept the mandate fot United Nation's Commissioner for Refugees.
#WHO #OMS #UnitedNations #COVID19 #COVID19Vaccine #Covid_19 #COVID #PT #EU #EUCO #EU_Commission #EU_parliament #EU_Council https://t.co/f3Ea0b4viJ https://t.co/20XkfedxaK","['WHO', 'OMS', 'UnitedNations', 'COVID19', 'COVID19Vaccine', 'Covid_19', 'COVID', 'PT', 'EU', 'EUCO', 'EU_Commission', 'EU_parliament', 'EU_Council']",2021-02-26 21:18:41
87,news_ghana,Ghana’s leading online news publication for business executives in West Africa and around the continent.    email: newsghana101@gmail.com Tel: +233 244 244807,"Accra, Ghana",3996,34292,266476,2,#Health #COVID19vaccine #Feb26 COVID-19 vaccine: Mixed feelings among nurses in Upper East https://t.co/lIgBrn1w6J https://t.co/79h8wg4lar,"['Health', 'COVID19vaccine', 'Feb26']",2021-02-26 21:17:32
88,EMBetts3,"Retired Law Enforcement officer. Aspiring photographer, wishing I had more time behind the camera.","Petersburg, Va.",928,405,3368,0,"Got my 2nd ""Fauci Ouchie"" 💉today 🤣 #vaccinated #COVID19Vaccine #PfizerVaccine","['vaccinated', 'COVID19Vaccine', 'PfizerVaccine']",2021-02-26 21:15:47
89,harrietdalbyy,I could eat peas until the pods come home.,"Coalville, England",111,144,1823,0,Had the #Pfizer vaccine at Measham  today. Achey arm and sat with the windows wide open because I’m all hot and bothered but small price to pay 💉💪🏼 #COVID19Vaccine,"['Pfizer', 'COVID19Vaccine']",2021-02-26 21:14:52
90,helentandy,Partner @CastlefieldUK #ethicalinvestment advice. Coordinator @ChesterFoE Director CIC @EcoCommunities_ #PlasticFreeChester blog https://t.co/TGCAUX1Gng,Chester/Manchester,5000,3413,20911,0,Have you ever felt so alone with no idea how to change things - my vision now is living in Wales and being forgotten as everyone else gets the vaccine #COVID19Vaccine #shielding #Vaccine4All level 4 but forgotten https://t.co/eCj7JF7azt,"['COVID19Vaccine', 'shielding', 'Vaccine4All']",2021-02-26 21:14:49
91,iChinadian,🚫 Trumpsters/Trump粉❗ | Newsaholic | #Atheist ⚛️ | Hashtag #️⃣ abuser | #OCD | Mostly tweet about #China #中國 #中国 🇨🇳 | Some tweets may shock and/or offend.,"Vancouver 溫哥華, Canada 加拿大 🇨🇦",661,1368,125091,0,Pfizer COVID-19 vaccine reduces transmission after one dose: U.K. study https://t.co/IhTNtcnf8O via @CTVNews #COVIDUK #COVID19UK #COVID19 #COVID_19 #COVIDVaccine #COVID19Vaccine #PfizerVaccine #COVIDVaccination #COVID19Vaccination,"['COVIDUK', 'COVID19UK', 'COVID19', 'COVID_19', 'COVIDVaccine', 'COVID19Vaccine', 'PfizerVaccine', 'COVIDVaccination', 'COVID19Vaccination']",2021-02-26 21:14:31
92,WestEndResNYC,Follow us on our new page @homewardnyc!,"New York, NY",3389,3572,45926,0,@HomewardNYC CEO Jeannette Ruffins participated in this call focused on equity in the #COVID19Vaccine rollout https://t.co/NGsrn3F4v9,['COVID19Vaccine'],2021-02-26 21:14:28
93,Yeshua1111,"Master in the arts of Alchemy.

Holder of light and illumination by the Violet Cohan

still Yeshua Ha'Mashiach (aka Jesus)
last time.",,298,293,12216,0,"They also propagate the covid LIE.
#COVID19Vaccine #CovidKim #CovidReliefBill #covid19nfld #COVID #COVID19ireland #COVID19france #covid19sk #Covid19UK #CovidKim #CovidReliefBill #covid19nfld #COVID #COVID19ireland #COVID19france #covid19sk #Covid19UK #CovidVic #covidunknowns https://t.co/5oLYPrYYnJ","['COVID19Vaccine', 'CovidKim', 'CovidReliefBill', 'covid19nfld', 'COVID', 'COVID19ireland', 'COVID19france', 'covid19sk', 'Covid19UK', 'CovidKim', 'CovidReliefBill', 'covid19nfld', 'COVID', 'COVID19ireland', 'COVID19france', 'covid19sk', 'Covid19UK', 'CovidVic', 'covidunknowns']",2021-02-26 21:14:09
94,dianeygirl,FT Carer. Fur baby Mum. Autism Awareness. Vitiligo wearer. Loves Pizza. 💝 #autism #asd #GDD #nonverbal #spd,"England, United Kingdom",2494,954,9820,2,Be careful if you get a Covid invitation from this number. Looks like a scam. Know my name and practice. 🤬 #COVID19Vaccine #NHS #SCAM #becareful #COVID  @NHSuk https://t.co/E5xByVOhR4,"['COVID19Vaccine', 'NHS', 'SCAM', 'becareful', 'COVID']",2021-02-26 21:13:39
95,NidaShaikh2909,"Registered Dietitian, Teacher, Researcher nutrition/chronic diseases, Mom. 
Founder @tiptytoo.
minimalist, refuse-reduce-reuse, 
#bekind","Atlanta, GA",253,87,116,0,"""Take any vaccine you can get. Any vaccine is better than no vaccine"" @CarlosdelRio7 #COVID19Vaccine https://t.co/jpNZWUjzzs",['COVID19Vaccine'],2021-02-26 21:13:37
96,iChinadian,🚫 Trumpsters/Trump粉❗ | Newsaholic | #Atheist ⚛️ | Hashtag #️⃣ abuser | #OCD | Mostly tweet about #China #中國 #中国 🇨🇳 | Some tweets may shock and/or offend.,"Vancouver 溫哥華, Canada 加拿大 🇨🇦",661,1368,125091,0,Health Canada approves two AstraZeneca COVID-19 vaccines https://t.co/SrIZNrfNvN via @CTVNews #COVIDCanada #COVID19Canada #OxfordVaccine #COVIDVaccine #COVID19Vaccine,"['COVIDCanada', 'COVID19Canada', 'OxfordVaccine', 'COVIDVaccine', 'COVID19Vaccine']",2021-02-26 21:13:25
97,agilitybirder,I'm a birder and a botanist who loves baseball and border collies. B's rule.,"Plymouth, MA",162,97,1128,0,On February 18th I became eligible for the #COVID19Vaccine 8 days later I was lucky enough to be given the Pfizer vaccine! Let's get #shotsinarms! #rollupyoursleeves #COVID19 #vaccine #vaccineselfie #PfizerVaccine #thankyounurses https://t.co/KQmb7gCqLH,"['COVID19Vaccine', 'shotsinarms', 'rollupyoursleeves', 'COVID19', 'vaccine', 'vaccineselfie', 'PfizerVaccine', 'thankyounurses']",2021-02-26 21:12:58
98,DriverseatFirst,Chauffeur & Shuttle Services. #Franchisinglegends. Locations across Canada and the U.S. Constantly expanding and actively seeking Entrepreneurs!,North America,546,1081,2879,0,"When the #COVID19 pandemic ends, are you still going to #wearamask ?

#poll #trending #choosefriendly #MaskUp #pandemic #RIPTwitter #COVID19Vaccine #COVID19Ontario","['COVID19', 'wearamask', 'poll', 'trending', 'choosefriendly', 'MaskUp', 'pandemic', 'RIPTwitter', 'COVID19Vaccine', 'COVID19Ontario']",2021-02-26 21:12:56
99,MadinaNur2,"We are following @shaykhalyaqoubi Freedom for Syria, Palestine, Kashmir and those under oppression!",,400,660,29714,0,"Government thinking ahead, for a change... #Ramadan2021 #COVID19Vaccine #Covid19UK 
https://t.co/ygRdz36fYn","['Ramadan2021', 'COVID19Vaccine', 'Covid19UK']",2021-02-26 21:12:50
100,HomewardNyc,"Our mission is to provide safe housing & wraparound services that empower homeless young mothers, LGBTQ young people and older adults to live life forward",,109,70,183,0,Homeward NYC CEO Jeannette Ruffins participated in this call focused on equity in the #COVID19Vaccine rollout https://t.co/kpOJU1f1iT,['COVID19Vaccine'],2021-02-26 21:12:50
101,laaaalinds,SPELMAN COLLEGE. | CEO of @killakosmetics | IG: @LAALINDS,ATLANTA / VA,1445,1478,16336,0,because I believe in science💉!... the second dose happens to fall on my birthday as well! #COVID19Vaccine https://t.co/vi0KroXQsR,['COVID19Vaccine'],2021-02-26 21:12:25
102,LMKrules,Through this world I stumble.,"Washington, DC",3936,2820,55024,0,MY HUSBAND WHO HAS LEUKEMIA IS SCHEDULED FOR HIS FIRST SHOT ON MONDAY. I AM SO RELIEVED AND EXCITED!! TEARS OF JOY! His oncologist just called to book the appointment. Now if I can get my mom vaccinated my life would be exponentially better 🙏🙏🙏 #COVID19Vaccine,['COVID19Vaccine'],2021-02-26 21:12:10
103,DrugDiscoverDev,"Drug Discovery & Development reports on cover drug introductions, pipeline candidates, clinical trial trends & developments related to artificial intelligence.",United States,60,158,280,0,"#HealthCanada today authorized the #COVID19Vaccine developed by @AstraZeneca and @UniofOxford — the third #Vaccine for the novel #coronavirus authorized in #Canada.

MORE ON THE STORY HERE: https://t.co/sSWUdmolwU

#AstraZeneca #Oxford #Healthcare @CBC @GovCanHealth","['HealthCanada', 'COVID19Vaccine', 'Vaccine', 'coronavirus', 'Canada', 'AstraZeneca', 'Oxford', 'Healthcare']",2021-02-26 21:12:01
104,ThePartyGuysUK,"Multi Award Winning, open format Mobile Disco, Club DJ and DJ Hire Specialists based in Shrewsbury, covering Shropshire, West Midland and North Wales","Shrewsbury, England",562,113,497,0,If it means me gettin the #COVID19Vaccine to get DJing again then so be it! #GetMeBehindTheDecks https://t.co/auV6JkzgZM,"['COVID19Vaccine', 'GetMeBehindTheDecks']",2021-02-26 21:11:51
105,jojonesq,"SER.... NO PARECER , Partes de mi Alter Ego, tratando de entender la vida y a mi misma..","Los Angeles, CA",1389,686,26988,0,I am an essential worker but not too essential to get vaccinated?! It Doesn’t make sense #COVID19Vaccine,['COVID19Vaccine'],2021-02-26 21:11:32
106,Bobby4Brooklyn,NYS Assemblymember(44th District) fan of Theatre and the @Mets. Brooklynite.,"Brooklyn, NY",3467,4346,4700,2,"Starting tomorrow all residents of Brooklyn who are eligible for the Covid-19 vaccine will be eligible to schedule an appointment at the Medgar Evers mass vaccination site. 

Secure your appointment today:

https://t.co/zxEPs9g7d0 https://t.co/BeRtYcinSB",[],2021-02-26 21:10:00
107,questphysics,,,781,1476,162846,0,Thank you @moderna @pfizer to both of your entire teams involved in the vaccines from day 1 till the last rollout. Thank you thank you thank you ❤️🙏🏻#COVIDVaccine #COVID19Vaccine,"['COVIDVaccine', 'COVID19Vaccine']",2021-02-26 21:09:56
108,babymomo79,Believe in the magic of your dreams,"Odenton, Maryland",31,98,3671,0,Score...Scheduled my appointment for my COVID vaccines! 💉 #COVID19 #Vaccine #COVID19Vaccine,"['COVID19', 'Vaccine', 'COVID19Vaccine']",2021-02-26 21:09:28
109,missytm68,"Sun and sea worshiper.. Loves... My children, music, Dancing and singing whilst cooking lol,random trips away.. wild flowers and wildlife! Vw campers!",South coast,237,51,901,0,"I think it is absolutely disgusting that the police force, teachers, key workers are not getting vaccinated first, the general public have the choice to keep themselves safe, these guys don’t! Anyone agree? #COVID19Vaccine",['COVID19Vaccine'],2021-02-26 21:09:25
